Order ID,Order Date,Region,Category,Product Name,Quantity,Price,Sales,Profit
ORD-100028,2023-07-25,South,Technology,Laptop,8,111.05,888.4,73.81
ORD-100029,2023-05-13,West,Office Supplies,Envelope,8,404.71,3237.68,316.01
ORD-100030,2024-05-17,East,Furniture,Sofa,7,236.18,1653.26,384.0
ORD-100031,2024-04-04,North,Office Supplies,Paper,6,401.29,2407.74,186.16
ORD-100032,2022-10-15,West,Furniture,Table,7,95.83,670.81,111.12
ORD-100033,2022-04-14,North,Furniture,Sofa,9,418.83,3769.47,1101.62
ORD-100034,2024-09-21,West,Furniture,Table,8,110.8,886.4,133.19
ORD-100035,2022-01-05,West,Furniture,Table,7,136.28,953.96,234.69
ORD-100036,2024-09-23,West,Technology,Keyboard,3,99.0,297.0,31.01
ORD-100037,2023-10-05,North,Furniture,Desk,1,29.82,29.82,5.05
ORD-100038,2024-11-06,North,Office Supplies,Pen,2,426.41,852.82,57.25
ORD-100039,2022-09-03,West,Furniture,Table,10,126.88,1268.8,252.02
ORD-100040,2024-12-06,West,Office Supplies,Paper,6,467.68,2806.08,283.6
ORD-100041,2023-06-28,South,Office Supplies,Notebook,7,69.78,488.46,103.25
ORD-100042,2022-01-20,North,Technology,Keyboard,8,312.47,2499.76,476.83
ORD-100043,2024-11-02,South,Furniture,Chair,5,70.57,352.85,48.43
ORD-100044,2023-08-07,East,Furniture,Table,3,221.9,665.7,123.69
ORD-100045,2023-09-06,North,Technology,Printer,2,469.77,939.54,78.52
ORD-100046,2023-07-12,South,Furniture,Chair,5,304.39,1521.95,349.14
ORD-100047,2023-05-30,West,Furniture,Bookcase,1,50.69,50.69,7.9
ORD-100048,2023-11-15,North,Technology,Laptop,3,320.37,961.11,111.0
ORD-100049,2022-01-20,West,Office Supplies,Binder,2,42.25,84.5,22.88
ORD-100050,2024-01-27,North,Furniture,Desk,10,278.5,2785.0,438.49
ORD-100051,2022-03-23,East,Furniture,Bookcase,6,108.99,653.94,73.49
ORD-100052,2022-11-13,West,Furniture,Bookcase,4,432.98,1731.92,509.27
ORD-100053,2023-01-03,North,Furniture,Sofa,6,392.28,2353.68,359.94
ORD-100054,2022-11-23,East,Office Supplies,Pen,2,194.36,388.72,23.2
ORD-100055,2024-07-31,South,Technology,Monitor,6,156.07,936.42,233.02
ORD-100056,2023-01-31,North,Furniture,Table,7,167.49,1172.43,311.97
ORD-100057,2023-11-10,West,Technology,Keyboard,1,62.09,62.09,18.17
ORD-100058,2022-03-20,East,Furniture,Desk,2,300.3,600.6,81.93
ORD-100059,2024-02-28,North,Technology,Mouse,10,99.09,990.9,60.54
ORD-100060,2024-01-16,South,Technology,Laptop,7,39.64,277.48,59.95
ORD-100061,2022-09-13,East,Technology,Printer,5,256.03,1280.15,277.44
ORD-100062,2022-09-18,East,Technology,Mouse,4,213.12,852.48,243.03
ORD-100063,2024-04-11,East,Office Supplies,Pen,9,417.69,3759.21,473.54
ORD-100064,2024-08-10,East,Furniture,Sofa,8,223.87,1790.96,185.23
ORD-100065,2023-08-05,North,Technology,Monitor,9,333.61,3002.49,614.96
ORD-100066,2023-04-06,East,Furniture,Table,4,77.94,311.76,19.19
ORD-100067,2024-07-21,North,Technology,Printer,7,443.64,3105.48,602.21
ORD-100068,2024-03-29,West,Office Supplies,Binder,4,78.05,312.2,69.28
ORD-100069,2022-12-27,South,Furniture,Sofa,9,234.95,2114.55,400.39
ORD-100070,2024-08-09,South,Furniture,Sofa,9,494.01,4446.09,884.16
ORD-100071,2024-07-02,West,Technology,Printer,3,373.11,1119.33,188.8
ORD-100072,2024-12-03,East,Technology,Monitor,8,315.24,2521.92,299.22
ORD-100073,2023-07-11,South,Furniture,Bookcase,6,163.26,979.56,181.26
ORD-100074,2024-02-24,South,Furniture,Table,3,354.68,1064.04,70.29
ORD-100075,2024-05-01,West,Technology,Keyboard,1,107.38,107.38,16.65
ORD-100076,2024-09-03,West,Office Supplies,Paper,1,471.66,471.66,58.79
ORD-100077,2024-09-26,South,Technology,Mouse,4,140.1,560.4,96.06
ORD-100078,2022-12-05,West,Technology,Keyboard,8,460.17,3681.36,1086.67
ORD-100079,2022-02-25,West,Office Supplies,Paper,2,323.16,646.32,54.24
ORD-100080,2023-06-17,North,Technology,Monitor,7,167.04,1169.28,191.38
ORD-100081,2024-05-13,East,Technology,Mouse,5,418.28,2091.4,350.47
ORD-100082,2023-12-18,North,Office Supplies,Envelope,4,326.82,1307.28,320.69
ORD-100083,2023-05-22,North,Office Supplies,Paper,4,420.42,1681.68,345.31
ORD-100084,2022-08-23,West,Furniture,Table,10,474.14,4741.4,788.3
ORD-100085,2022-08-23,South,Technology,Keyboard,3,482.54,1447.62,111.5
ORD-100086,2024-03-23,West,Furniture,Bookcase,4,42.62,170.48,37.96
ORD-100087,2023-09-10,North,Office Supplies,Pen,10,403.74,4037.4,1005.54
ORD-100088,2024-12-27,East,Office Supplies,Paper,7,332.45,2327.15,156.48
ORD-100089,2024-05-10,North,Office Supplies,Notebook,8,57.24,457.92,132.89
ORD-100090,2024-06-10,South,Office Supplies,Binder,3,368.23,1104.69,321.87
ORD-100091,2024-08-10,West,Technology,Printer,7,413.74,2896.18,573.79
ORD-100092,2023-07-26,North,Technology,Monitor,8,125.71,1005.68,167.12
ORD-100093,2022-02-28,East,Office Supplies,Binder,8,426.22,3409.76,325.5
ORD-100094,2023-11-29,East,Furniture,Bookcase,5,440.76,2203.8,496.51
ORD-100095,2024-11-24,North,Technology,Printer,4,47.38,189.52,43.59
ORD-100096,2024-09-02,South,Technology,Printer,8,226.85,1814.8,98.56
ORD-100097,2023-05-14,West,Technology,Monitor,5,333.66,1668.3,237.32
ORD-100098,2024-05-21,East,Office Supplies,Envelope,9,168.74,1518.66,342.78
ORD-100099,2023-04-18,East,Technology,Keyboard,2,362.04,724.08,93.32
ORD-100100,2023-01-28,South,Office Supplies,Envelope,4,370.61,1482.44,176.6
ORD-100101,2022-07-25,East,Office Supplies,Envelope,4,151.64,606.56,85.05
ORD-100102,2023-07-16,South,Technology,Laptop,1,487.28,487.28,91.77
ORD-100103,2022-07-30,West,Office Supplies,Pen,1,289.16,289.16,48.39
ORD-100104,2022-04-16,South,Technology,Keyboard,5,470.83,2354.15,398.87
ORD-100105,2022-06-01,West,Furniture,Sofa,10,316.58,3165.8,200.72
ORD-100106,2022-06-24,East,Furniture,Desk,4,63.63,254.52,61.37
ORD-100107,2024-12-06,South,Office Supplies,Envelope,7,228.0,1596.0,256.45
ORD-100108,2022-05-04,East,Office Supplies,Binder,10,480.25,4802.5,359.27
ORD-100109,2022-06-16,East,Furniture,Table,3,123.73,371.19,69.78
ORD-100110,2024-07-11,West,Furniture,Chair,10,237.61,2376.1,138.19
ORD-100111,2022-05-26,West,Technology,Keyboard,4,462.34,1849.36,456.71
ORD-100112,2024-05-20,South,Office Supplies,Envelope,2,274.56,549.12,116.36
ORD-100113,2022-05-03,North,Technology,Monitor,3,397.35,1192.05,236.93
ORD-100114,2022-09-12,West,Office Supplies,Notebook,8,345.9,2767.2,622.44
ORD-100115,2024-06-15,West,Technology,Printer,2,301.03,602.06,163.97
ORD-100116,2022-02-22,East,Office Supplies,Notebook,2,118.32,236.64,51.72
ORD-100117,2023-07-06,North,Office Supplies,Envelope,10,24.91,249.1,59.55
ORD-100118,2023-07-24,West,Technology,Printer,3,498.49,1495.47,237.74
ORD-100119,2023-12-14,West,Technology,Laptop,7,169.99,1189.93,258.85
ORD-100120,2024-10-11,West,Furniture,Bookcase,5,332.98,1664.9,249.92
ORD-100121,2022-06-30,West,Office Supplies,Paper,6,129.94,779.64,61.58
ORD-100122,2024-08-04,North,Technology,Printer,7,31.83,222.81,40.02
ORD-100123,2022-04-16,West,Office Supplies,Binder,4,137.19,548.76,45.41
ORD-100124,2022-09-06,West,Technology,Mouse,1,486.71,486.71,98.42
ORD-100125,2022-01-29,East,Furniture,Table,9,206.96,1862.64,197.77
ORD-100126,2022-11-12,North,Furniture,Sofa,8,466.66,3733.28,459.06
ORD-100127,2024-09-15,West,Office Supplies,Notebook,8,125.65,1005.2,188.79
ORD-100128,2022-05-23,South,Technology,Monitor,5,387.47,1937.35,510.69
ORD-100129,2022-01-06,East,Technology,Printer,5,364.4,1822.0,472.57
ORD-100130,2024-07-03,South,Office Supplies,Binder,9,244.75,2202.75,293.21
ORD-100131,2023-10-22,West,Office Supplies,Binder,4,490.48,1961.92,215.23
ORD-100132,2022-03-31,West,Technology,Monitor,6,373.63,2241.78,507.33
ORD-100133,2024-10-11,South,Technology,Mouse,1,67.49,67.49,19.66
ORD-100134,2022-07-24,West,Technology,Laptop,9,455.67,4101.03,220.79
ORD-100135,2022-06-03,South,Furniture,Sofa,8,391.86,3134.88,364.45
ORD-100136,2023-11-04,North,Office Supplies,Binder,9,193.1,1737.9,224.48
ORD-100137,2022-05-21,North,Office Supplies,Binder,4,317.42,1269.68,355.81
ORD-100138,2022-07-21,West,Furniture,Chair,2,224.62,449.24,100.41
ORD-100139,2022-04-25,East,Furniture,Chair,5,182.44,912.2,143.83
ORD-100140,2023-01-04,West,Furniture,Desk,3,91.66,274.98,55.65
ORD-100141,2024-10-16,South,Technology,Printer,10,75.84,758.4,125.35
ORD-100142,2022-01-20,East,Technology,Mouse,8,451.1,3608.8,791.78
ORD-100143,2023-12-09,West,Furniture,Chair,10,153.08,1530.8,444.71
ORD-100144,2023-09-11,West,Office Supplies,Notebook,4,499.69,1998.76,526.34
ORD-100145,2024-01-06,West,Furniture,Table,10,151.46,1514.6,340.51
ORD-100146,2022-01-17,East,Furniture,Sofa,10,433.21,4332.1,1059.54
ORD-100147,2023-08-10,West,Furniture,Desk,4,305.5,1222.0,168.73
ORD-100148,2022-10-08,East,Office Supplies,Pen,2,452.18,904.36,191.35
ORD-100149,2024-01-18,North,Technology,Mouse,3,49.62,148.86,18.43
ORD-100150,2023-02-16,South,Office Supplies,Binder,3,394.32,1182.96,318.35
ORD-100151,2022-12-03,East,Technology,Printer,5,457.45,2287.25,654.26
ORD-100152,2024-08-17,North,Technology,Keyboard,2,74.67,149.34,43.55
ORD-100153,2022-07-04,East,Office Supplies,Binder,7,11.89,83.23,15.33
ORD-100154,2024-02-20,East,Technology,Keyboard,6,58.63,351.78,38.15
ORD-100155,2023-03-30,East,Furniture,Desk,2,319.52,639.04,106.12
ORD-100156,2022-08-27,West,Office Supplies,Notebook,3,27.45,82.35,4.88
ORD-100157,2023-04-26,North,Technology,Laptop,9,72.15,649.35,106.11
ORD-100158,2022-11-13,West,Office Supplies,Envelope,7,329.19,2304.33,595.49
ORD-100159,2022-03-09,East,Office Supplies,Binder,6,112.55,675.3,108.84
ORD-100160,2024-01-23,North,Furniture,Bookcase,9,451.34,4062.06,857.93
ORD-100161,2023-01-24,East,Furniture,Sofa,2,474.76,949.52,243.12
ORD-100162,2022-04-14,North,Furniture,Table,6,125.57,753.42,61.39
ORD-100163,2023-03-01,North,Office Supplies,Pen,10,111.9,1119.0,299.25
ORD-100164,2023-07-22,North,Technology,Monitor,3,493.83,1481.49,274.16
ORD-100165,2022-09-27,North,Furniture,Chair,1,182.33,182.33,45.06
ORD-100166,2022-12-23,North,Office Supplies,Notebook,5,30.94,154.7,36.42
ORD-100167,2024-09-02,North,Office Supplies,Paper,8,390.12,3120.96,556.5
ORD-100168,2022-03-30,South,Furniture,Sofa,9,154.31,1388.79,292.81
ORD-100169,2024-04-02,West,Furniture,Chair,7,344.62,2412.34,416.29
ORD-100170,2023-10-22,North,Technology,Laptop,10,78.43,784.3,63.96
ORD-100171,2024-02-20,East,Office Supplies,Envelope,10,267.63,2676.3,437.38
ORD-100172,2022-08-23,North,Office Supplies,Binder,9,361.82,3256.38,337.87
ORD-100173,2023-11-26,West,Technology,Monitor,8,202.37,1618.96,376.25
ORD-100174,2023-06-07,East,Technology,Mouse,6,477.03,2862.18,634.56
ORD-100175,2022-06-24,North,Technology,Laptop,2,218.78,437.56,103.33
ORD-100176,2023-11-07,North,Technology,Monitor,2,208.35,416.7,111.84
ORD-100177,2023-10-02,East,Technology,Laptop,6,56.28,337.68,59.72
ORD-100178,2022-08-10,South,Furniture,Sofa,6,423.46,2540.76,360.51
ORD-100179,2024-05-28,South,Technology,Printer,9,487.4,4386.6,1116.86
ORD-100180,2023-07-02,North,Office Supplies,Envelope,1,94.31,94.31,21.28
ORD-100181,2022-01-13,East,Technology,Keyboard,3,435.58,1306.74,250.35
ORD-100182,2022-03-04,South,Technology,Laptop,2,374.33,748.66,77.7
ORD-100183,2022-11-19,East,Technology,Mouse,6,159.26,955.56,125.27
ORD-100184,2022-04-18,North,Office Supplies,Envelope,3,82.92,248.76,50.86
ORD-100185,2024-06-26,East,Office Supplies,Paper,7,245.4,1717.8,275.73
ORD-100186,2023-12-08,North,Technology,Monitor,7,59.89,419.23,92.04
ORD-100187,2022-04-04,East,Office Supplies,Binder,4,200.66,802.64,160.39
ORD-100188,2023-03-09,East,Furniture,Table,3,383.26,1149.78,140.69
ORD-100189,2024-05-31,West,Furniture,Chair,3,68.95,206.85,37.88
ORD-100190,2022-05-28,East,Furniture,Desk,7,431.57,3020.99,183.0
ORD-100191,2023-10-04,North,Furniture,Sofa,10,217.5,2175.0,328.65
ORD-100192,2022-08-24,East,Office Supplies,Binder,7,15.32,107.24,14.07
ORD-100193,2022-06-30,East,Office Supplies,Binder,7,423.02,2961.14,328.18
ORD-100194,2024-03-21,North,Office Supplies,Binder,5,374.17,1870.85,197.17
ORD-100195,2024-12-22,North,Furniture,Chair,9,100.98,908.82,221.8
ORD-100196,2022-07-30,South,Technology,Monitor,3,131.7,395.1,36.89
ORD-100197,2024-10-08,South,Furniture,Chair,8,378.45,3027.6,726.53
ORD-100198,2023-10-10,East,Technology,Printer,3,222.68,668.04,111.72
ORD-100199,2022-04-26,East,Office Supplies,Notebook,6,256.13,1536.78,196.1
ORD-100200,2024-01-26,North,Technology,Laptop,5,42.98,214.9,57.18
ORD-100201,2024-08-05,West,Furniture,Desk,10,279.39,2793.9,692.76
ORD-100202,2023-10-21,South,Furniture,Sofa,10,240.44,2404.4,210.9
ORD-100203,2023-12-05,North,Furniture,Sofa,2,254.75,509.5,47.45
ORD-100204,2024-12-09,West,Furniture,Sofa,9,306.85,2761.65,389.32
ORD-100205,2023-11-24,West,Technology,Mouse,10,30.92,309.2,64.23
ORD-100206,2022-07-13,East,Technology,Laptop,9,340.8,3067.2,371.24
ORD-100207,2023-11-14,South,Office Supplies,Envelope,2,293.46,586.92,50.1
ORD-100208,2022-09-22,West,Technology,Keyboard,10,355.87,3558.7,253.31
ORD-100209,2022-09-19,East,Office Supplies,Binder,9,51.26,461.34,100.39
ORD-100210,2024-01-13,North,Office Supplies,Notebook,5,94.23,471.15,48.79
ORD-100211,2022-10-09,South,Technology,Monitor,3,43.2,129.6,33.84
ORD-100212,2023-11-21,North,Furniture,Desk,10,69.87,698.7,100.74
ORD-100213,2024-06-15,South,Furniture,Table,1,208.38,208.38,45.65
ORD-100214,2024-07-08,East,Furniture,Sofa,4,269.34,1077.36,137.22
ORD-100215,2024-06-21,East,Technology,Monitor,8,385.87,3086.96,754.86
ORD-100216,2022-11-28,West,Office Supplies,Envelope,4,401.62,1606.48,135.91
ORD-100217,2024-01-31,West,Technology,Laptop,9,467.48,4207.32,958.64
ORD-100218,2022-06-21,East,Office Supplies,Paper,3,140.03,420.09,116.08
ORD-100219,2023-03-31,North,Furniture,Sofa,8,442.89,3543.12,1001.35
ORD-100220,2024-10-25,West,Technology,Laptop,6,121.71,730.26,218.08
ORD-100221,2023-10-15,North,Technology,Monitor,2,420.39,840.78,178.66
ORD-100222,2023-08-11,North,Furniture,Table,8,349.56,2796.48,236.86
ORD-100223,2022-01-11,West,Office Supplies,Binder,2,14.41,28.82,2.99
ORD-100224,2022-08-16,West,Furniture,Desk,5,122.63,613.15,49.34
ORD-100225,2022-05-09,West,Furniture,Sofa,2,419.16,838.32,146.67
ORD-100226,2022-10-22,South,Office Supplies,Paper,5,217.47,1087.35,221.5
ORD-100227,2023-01-19,West,Furniture,Desk,2,264.12,528.24,74.03
ORD-100228,2024-03-10,North,Office Supplies,Envelope,8,26.55,212.4,31.16
ORD-100229,2024-01-02,North,Technology,Keyboard,2,175.68,351.36,81.95
ORD-100230,2022-10-01,East,Office Supplies,Paper,1,179.39,179.39,24.15
ORD-100231,2024-09-07,West,Office Supplies,Pen,3,406.69,1220.07,80.25
ORD-100232,2023-02-17,East,Technology,Laptop,1,396.6,396.6,107.66
ORD-100233,2024-08-27,West,Technology,Keyboard,5,23.13,115.65,24.49
ORD-100234,2023-11-11,North,Technology,Keyboard,5,66.62,333.1,47.3
ORD-100235,2023-11-26,West,Technology,Mouse,3,250.62,751.86,131.11
ORD-100236,2024-05-19,North,Office Supplies,Notebook,2,218.15,436.3,130.36
ORD-100237,2023-10-20,East,Furniture,Desk,2,44.63,89.26,19.21
ORD-100238,2022-12-08,West,Technology,Mouse,8,179.02,1432.16,86.77
ORD-100239,2023-07-17,West,Technology,Printer,1,42.15,42.15,8.83
ORD-100240,2022-03-05,South,Technology,Printer,3,425.09,1275.27,279.95
ORD-100241,2022-05-18,South,Technology,Laptop,4,390.37,1561.48,221.08
ORD-100242,2022-11-11,North,Technology,Printer,8,474.67,3797.36,543.04
ORD-100243,2024-12-20,South,Furniture,Desk,6,202.03,1212.18,257.46
ORD-100244,2023-01-17,North,Furniture,Chair,8,261.28,2090.24,581.89
ORD-100245,2024-07-02,East,Furniture,Bookcase,4,498.2,1992.8,241.91
ORD-100246,2022-10-05,North,Technology,Monitor,2,228.76,457.52,125.67
ORD-100247,2023-12-13,East,Technology,Laptop,2,277.25,554.5,67.98
ORD-100248,2024-01-11,South,Technology,Monitor,9,116.0,1044.0,309.32
ORD-100249,2022-02-23,West,Furniture,Table,6,279.24,1675.44,238.29
ORD-100250,2022-05-15,North,Office Supplies,Pen,5,202.09,1010.45,231.63
ORD-100251,2024-04-18,West,Technology,Printer,10,41.51,415.1,121.66
ORD-100252,2024-08-12,West,Office Supplies,Paper,9,175.53,1579.77,425.73
ORD-100253,2022-09-22,South,Office Supplies,Envelope,7,253.92,1777.44,474.67
ORD-100254,2023-09-15,South,Furniture,Desk,3,85.17,255.51,72.48
ORD-100255,2022-06-11,East,Furniture,Bookcase,5,102.17,510.85,147.68
ORD-100256,2024-12-28,East,Technology,Monitor,2,253.77,507.54,46.77
ORD-100257,2023-11-23,South,Office Supplies,Pen,10,25.39,253.9,67.52
ORD-100258,2023-03-08,East,Furniture,Chair,10,211.21,2112.1,443.01
ORD-100259,2023-09-11,East,Technology,Printer,8,126.21,1009.68,254.28
ORD-100260,2022-05-30,West,Technology,Keyboard,1,83.25,83.25,12.81
ORD-100261,2022-10-22,East,Technology,Monitor,6,431.44,2588.64,336.08
ORD-100262,2024-01-29,South,Technology,Mouse,9,283.02,2547.18,330.57
ORD-100263,2024-07-09,East,Technology,Laptop,4,74.73,298.92,18.73
ORD-100264,2023-05-24,West,Technology,Printer,3,407.67,1223.01,346.65
ORD-100265,2022-11-23,South,Office Supplies,Notebook,8,498.0,3984.0,664.15
ORD-100266,2022-07-04,North,Technology,Mouse,7,255.2,1786.4,521.04
ORD-100267,2022-04-10,East,Furniture,Desk,1,144.27,144.27,28.76
ORD-100268,2022-01-17,East,Office Supplies,Binder,2,218.31,436.62,118.16
ORD-100269,2024-01-20,West,Office Supplies,Notebook,1,203.29,203.29,39.15
ORD-100270,2022-05-31,East,Furniture,Bookcase,7,254.61,1782.27,429.71
ORD-100271,2022-09-21,North,Technology,Printer,2,199.98,399.96,99.48
ORD-100272,2022-10-23,East,Technology,Printer,4,303.22,1212.88,182.35
ORD-100273,2022-10-08,North,Furniture,Chair,6,402.96,2417.76,434.79
ORD-100274,2023-11-03,South,Furniture,Desk,10,162.67,1626.7,241.14
ORD-100275,2024-11-04,East,Office Supplies,Notebook,9,268.51,2416.59,549.01
ORD-100276,2024-01-25,North,Technology,Mouse,6,338.53,2031.18,599.15
ORD-100277,2024-08-29,North,Office Supplies,Notebook,5,483.7,2418.5,594.29
ORD-100278,2022-04-16,South,Office Supplies,Envelope,10,242.82,2428.2,439.65
ORD-100279,2022-10-30,West,Office Supplies,Envelope,4,20.63,82.52,23.69
ORD-100280,2024-06-22,North,Furniture,Table,6,212.3,1273.8,195.2
ORD-100281,2022-05-08,West,Furniture,Sofa,3,261.75,785.25,149.37
ORD-100282,2023-10-05,West,Office Supplies,Binder,3,232.53,697.59,127.86
ORD-100283,2024-09-18,East,Office Supplies,Notebook,4,478.88,1915.52,229.39
ORD-100284,2023-08-15,East,Technology,Monitor,4,346.67,1386.68,238.86
ORD-100285,2023-08-13,East,Technology,Keyboard,2,288.87,577.74,107.34
ORD-100286,2023-08-18,South,Technology,Keyboard,1,147.38,147.38,33.68
ORD-100287,2024-09-08,East,Technology,Mouse,4,105.02,420.08,77.57
ORD-100288,2022-08-12,South,Office Supplies,Notebook,10,371.74,3717.4,408.25
ORD-100289,2023-04-22,South,Furniture,Desk,1,54.6,54.6,7.24
ORD-100290,2022-01-11,South,Technology,Laptop,9,489.07,4401.63,393.88
ORD-100291,2023-02-13,West,Office Supplies,Binder,5,163.98,819.9,173.39
ORD-100292,2024-12-31,South,Furniture,Desk,1,457.05,457.05,42.86
ORD-100293,2024-10-11,West,Furniture,Chair,3,468.62,1405.86,408.45
ORD-100294,2023-09-04,North,Technology,Laptop,10,303.38,3033.8,855.88
ORD-100295,2024-12-09,West,Technology,Keyboard,8,445.18,3561.44,297.56
ORD-100296,2023-01-30,East,Office Supplies,Binder,2,168.69,337.38,78.54
ORD-100297,2022-01-29,South,Office Supplies,Notebook,6,396.43,2378.58,456.56
ORD-100298,2024-05-25,West,Furniture,Table,9,167.32,1505.88,226.2
ORD-100299,2024-09-04,South,Furniture,Table,6,468.23,2809.38,145.27
ORD-100300,2023-07-01,West,Technology,Monitor,6,154.46,926.76,213.82
ORD-100301,2023-04-29,East,Furniture,Bookcase,1,335.55,335.55,55.82
ORD-100302,2022-08-29,East,Furniture,Sofa,5,186.93,934.65,98.34
ORD-100303,2024-07-20,South,Furniture,Sofa,10,189.94,1899.4,428.29
ORD-100304,2023-05-22,South,Technology,Printer,10,437.2,4372.0,308.08
ORD-100305,2022-06-09,East,Technology,Printer,10,60.54,605.4,155.7
ORD-100306,2022-12-03,South,Office Supplies,Pen,6,427.97,2567.82,412.03
ORD-100307,2022-07-06,West,Office Supplies,Pen,9,225.51,2029.59,129.71
ORD-100308,2024-07-24,West,Furniture,Desk,10,33.58,335.8,55.61
ORD-100309,2023-06-06,West,Technology,Laptop,1,374.17,374.17,72.81
ORD-100310,2022-05-11,East,Furniture,Sofa,9,497.09,4473.81,1268.98
ORD-100311,2023-08-11,North,Furniture,Sofa,7,94.09,658.63,55.23
ORD-100312,2024-02-23,East,Office Supplies,Binder,8,435.46,3483.68,963.91
ORD-100313,2023-12-14,South,Technology,Laptop,2,93.34,186.68,34.41
ORD-100314,2022-01-08,South,Office Supplies,Pen,1,489.35,489.35,81.11
ORD-100315,2024-12-25,West,Office Supplies,Envelope,7,412.56,2887.92,323.09
ORD-100316,2023-01-22,East,Technology,Monitor,2,20.95,41.9,9.01
ORD-100317,2023-02-27,South,Office Supplies,Paper,2,54.94,109.88,6.42
ORD-100318,2022-04-01,South,Office Supplies,Paper,7,222.29,1556.03,287.77
ORD-100319,2023-04-25,East,Furniture,Table,10,162.86,1628.6,324.87
ORD-100320,2023-09-11,South,Office Supplies,Notebook,3,492.92,1478.76,266.64
ORD-100321,2022-05-05,East,Technology,Keyboard,9,474.52,4270.68,1152.78
ORD-100322,2022-04-07,West,Furniture,Sofa,6,471.09,2826.54,615.72
ORD-100323,2024-04-16,West,Office Supplies,Notebook,3,153.44,460.32,44.18
ORD-100324,2023-04-07,South,Office Supplies,Binder,5,429.48,2147.4,184.87
ORD-100325,2024-05-03,West,Technology,Laptop,9,267.35,2406.15,353.96
ORD-100326,2022-06-11,East,Technology,Monitor,8,424.33,3394.64,248.2
ORD-100327,2023-07-04,North,Office Supplies,Pen,7,338.47,2369.29,475.59
ORD-100328,2024-09-08,South,Furniture,Table,4,435.39,1741.56,232.05
ORD-100329,2022-08-29,South,Furniture,Table,8,457.65,3661.2,819.77
ORD-100330,2023-05-06,West,Office Supplies,Pen,9,164.2,1477.8,178.47
ORD-100331,2023-09-24,East,Technology,Printer,5,183.02,915.1,247.72
ORD-100332,2023-10-18,West,Technology,Laptop,4,188.5,754.0,115.73
ORD-100333,2022-02-03,South,Office Supplies,Pen,5,278.89,1394.45,273.32
ORD-100334,2022-11-09,East,Office Supplies,Binder,4,168.28,673.12,97.58
ORD-100335,2023-06-12,East,Furniture,Sofa,8,483.42,3867.36,813.78
ORD-100336,2023-12-23,South,Technology,Mouse,3,74.28,222.84,41.59
ORD-100337,2024-12-09,North,Furniture,Desk,1,420.34,420.34,28.83
ORD-100338,2024-04-24,North,Office Supplies,Paper,3,422.06,1266.18,136.57
ORD-100339,2023-03-24,North,Office Supplies,Pen,9,230.72,2076.48,135.2
ORD-100340,2024-09-26,West,Office Supplies,Envelope,1,8.27,8.27,1.55
ORD-100341,2023-08-11,East,Furniture,Chair,1,253.6,253.6,56.92
ORD-100342,2022-07-17,North,Technology,Monitor,9,78.7,708.3,69.4
ORD-100343,2023-07-02,East,Office Supplies,Notebook,7,44.11,308.77,89.49
